true_label,pred_label,churn_probability,error_type,tenure_group,Contract
1,0,0.020662741900807798,FN,49-72,Two year
1,0,0.05962682845287111,FN,49-72,Two year
1,0,0.37452726371154826,FN,49-72,Month-to-month
0,1,0.5645667603665472,FP,0-12,Month-to-month
0,0,0.0229426852736554,TN,0-12,Two year
0,0,0.3317172855538824,TN,0-12,Month-to-month
0,0,0.019665077730033658,TN,49-72,Two year
0,0,0.41142899325420773,TN,25-48,Month-to-month
0,0,0.3255937852196187,TN,0-12,Month-to-month
0,0,0.05488144373020592,TN,49-72,Two year
1,1,0.9086368459907367,TP,0-12,Month-to-month
0,0,0.020581992704809125,TN,25-48,Two year
0,0,0.025250030593367563,TN,25-48,Two year
0,0,0.49451779467299467,TN,0-12,Month-to-month
0,0,0.23115738057600957,TN,25-48,Month-to-month
0,0,0.0318685632734071,TN,49-72,One year
0,0,0.1146143498540896,TN,49-72,Month-to-month
1,1,0.8213300225759095,TP,0-12,Month-to-month
1,1,0.6922038064063123,TP,0-12,Month-to-month
1,1,0.8572192009685484,TP,0-12,Month-to-month
0,0,0.39264880030343824,TN,49-72,Month-to-month
1,1,0.5504635179009779,TP,25-48,Month-to-month
0,0,0.017057204279107275,TN,49-72,Two year
0,0,0.02302041682949174,TN,49-72,One year
0,1,0.7151382954237734,FP,0-12,Month-to-month
0,0,0.013483163540047097,TN,49-72,Two year
0,0,0.3007244550412926,TN,49-72,One year
0,1,0.6547781467475,FP,13-24,Month-to-month
1,1,0.7583744398082879,TP,0-12,Month-to-month
0,0,0.025741905839163814,TN,49-72,Two year
0,0,0.03542982731323869,TN,13-24,Two year
0,0,0.03553382380414209,TN,25-48,One year
0,0,0.04226583657510567,TN,49-72,Two year
0,0,0.18435008035414802,TN,49-72,Month-to-month
1,1,0.7047316654425938,TP,0-12,Month-to-month
0,0,0.02422855917561152,TN,0-12,Two year
1,0,0.44265773033302397,FN,0-12,Month-to-month
0,0,0.013390979062410952,TN,49-72,Two year
1,0,0.30442276756270203,FN,25-48,Month-to-month
1,1,0.8614400559270521,TP,0-12,Month-to-month
1,0,0.4041459643192595,FN,13-24,Month-to-month
0,0,0.3054153277528737,TN,25-48,Month-to-month
1,0,0.10544730641041059,FN,25-48,One year
0,0,0.01875976788066142,TN,25-48,Two year
0,0,0.015377125089605856,TN,49-72,Two year
0,0,0.03468535343668458,TN,25-48,One year
1,0,0.038326289838087946,FN,25-48,Two year
1,1,0.5860641359565555,TP,0-12,Month-to-month
0,0,0.19011778790707645,TN,49-72,Month-to-month
1,1,0.506864435517692,TP,25-48,Month-to-month
0,0,0.30039836728048225,TN,0-12,Month-to-month
1,0,0.39255996674846194,FN,13-24,Month-to-month
1,0,0.4064393044427603,FN,0-12,Month-to-month
0,0,0.4000868651667469,TN,13-24,Month-to-month
0,0,0.02906954610802934,TN,49-72,Two year
0,0,0.035652595150132624,TN,25-48,One year
1,0,0.40360846154476915,FN,13-24,Month-to-month
0,0,0.015038304126817455,TN,49-72,Two year
1,0,0.298915898047845,FN,13-24,Month-to-month
1,1,0.5967987657922476,TP,0-12,Month-to-month
1,1,0.5992080772929054,TP,0-12,Month-to-month
1,0,0.4140881748222916,FN,0-12,Month-to-month
0,0,0.0957060809453335,TN,0-12,Month-to-month
0,0,0.03782442852941874,TN,25-48,One year
1,1,0.5160796304411501,TP,25-48,Month-to-month
1,1,0.8745106821944432,TP,0-12,Month-to-month
0,0,0.028276461221089875,TN,49-72,Two year
0,0,0.04819088665932532,TN,25-48,One year
0,0,0.029198129903708736,TN,49-72,Two year
0,0,0.0386490305718202,TN,25-48,One year
0,0,0.19420994868367097,TN,25-48,One year
0,0,0.041352546311196524,TN,49-72,Two year
0,1,0.5816091990721616,FP,13-24,Month-to-month
0,1,0.6859590239998201,FP,13-24,Month-to-month
1,0,0.3612774438355486,FN,13-24,Month-to-month
0,0,0.07172411644950619,TN,25-48,One year
1,1,0.8892305576911952,TP,0-12,Month-to-month
0,0,0.08207748478673225,TN,0-12,Month-to-month
0,0,0.09751667075835081,TN,25-48,Month-to-month
1,1,0.7703639681701568,TP,0-12,Month-to-month
0,0,0.24735167210726,TN,25-48,Two year
0,0,0.02376498929029969,TN,49-72,Two year
1,0,0.3703584777101618,FN,0-12,Month-to-month
0,0,0.4639010431221719,TN,49-72,Month-to-month
0,0,0.05890812214195346,TN,25-48,One year
0,0,0.04546041161380321,TN,0-12,One year
0,0,0.026860221246103558,TN,49-72,Two year
1,0,0.2924480021128627,FN,0-12,Month-to-month
0,0,0.37106813191390137,TN,0-12,One year
1,1,0.8684065591164559,TP,0-12,Month-to-month
0,0,0.06500261223152715,TN,25-48,One year
0,1,0.5129271699747984,FP,25-48,Month-to-month
0,0,0.4816669440427866,TN,25-48,Month-to-month
0,0,0.3646320908272305,TN,13-24,Month-to-month
0,0,0.17866329152034816,TN,25-48,Month-to-month
0,0,0.019679252716707313,TN,49-72,Two year
0,0,0.12523120379307612,TN,13-24,Month-to-month
0,0,0.06054142181742526,TN,49-72,One year
1,1,0.7912711113429179,TP,0-12,Month-to-month
0,0,0.1311265953356883,TN,25-48,Month-to-month
0,0,0.013207475471579619,TN,49-72,Two year
1,1,0.5085152029717984,TP,25-48,Month-to-month
0,0,0.1982748842027798,TN,49-72,One year
0,0,0.13308434070664968,TN,25-48,Month-to-month
0,0,0.07394249481127711,TN,13-24,One year
0,0,0.017437982847682984,TN,49-72,Two year
1,0,0.23127838698369194,FN,49-72,One year
0,0,0.14838563144960942,TN,13-24,Month-to-month
0,0,0.2191314334995605,TN,49-72,One year
0,1,0.6082075550760568,FP,0-12,Month-to-month
0,0,0.06968689269798407,TN,25-48,One year
0,0,0.020023210031355824,TN,13-24,Two year
1,1,0.646534956206099,TP,0-12,Month-to-month
0,0,0.18372462288227345,TN,13-24,Month-to-month
0,1,0.5723125336480244,FP,0-12,Month-to-month
0,0,0.12504175609259033,TN,49-72,Month-to-month
0,1,0.685376354581055,FP,13-24,Month-to-month
1,0,0.44992676547755966,FN,25-48,Month-to-month
1,0,0.3742166800055598,FN,13-24,Month-to-month
0,0,0.06238015442466046,TN,25-48,One year
0,0,0.017030179146096988,TN,25-48,Two year
0,0,0.37724829148474914,TN,49-72,Month-to-month
1,1,0.9146587311798512,TP,0-12,Month-to-month
0,1,0.835447129623192,FP,0-12,Month-to-month
1,0,0.47560232525851937,FN,13-24,Month-to-month
1,1,0.5250513164640074,TP,0-12,Month-to-month
0,1,0.5519967684508931,FP,13-24,Month-to-month
0,0,0.03795309841509987,TN,49-72,Two year
0,0,0.026765523518371546,TN,49-72,Two year
0,0,0.017268311327033773,TN,49-72,Two year
1,1,0.6542444097673666,TP,13-24,Month-to-month
0,0,0.02096279682469118,TN,49-72,Two year
0,0,0.20606918179305198,TN,0-12,Month-to-month
0,0,0.3183636307854244,TN,0-12,Month-to-month
1,1,0.8109350328770966,TP,0-12,Month-to-month
0,0,0.11016936053328036,TN,25-48,One year
0,0,0.2897645327082339,TN,13-24,Month-to-month
1,0,0.4634134882428055,FN,13-24,Month-to-month
0,0,0.030514002390400394,TN,49-72,Two year
0,0,0.08052444728796676,TN,49-72,One year
0,0,0.016761329048171392,TN,49-72,Two year
0,0,0.08165817931711385,TN,49-72,Two year
0,0,0.11470287024750389,TN,49-72,Two year
0,0,0.14432374766290573,TN,49-72,Month-to-month
0,0,0.3228054732941506,TN,13-24,Month-to-month
0,0,0.024728332879967656,TN,25-48,Two year
0,0,0.033723935365556325,TN,49-72,Two year
0,0,0.38546576751837863,TN,0-12,Month-to-month
1,0,0.1354335932046568,FN,0-12,Month-to-month
0,0,0.04102638516049329,TN,13-24,One year
0,1,0.557396437086912,FP,0-12,Month-to-month
1,1,0.6094270304584921,TP,0-12,Month-to-month
0,0,0.22576211930662293,TN,0-12,Month-to-month
1,1,0.8463881608859949,TP,0-12,Month-to-month
0,0,0.04718015760070309,TN,49-72,Two year
1,0,0.2907725978219355,FN,25-48,Month-to-month
0,0,0.29245140190590857,TN,13-24,Month-to-month
0,0,0.01818190940284896,TN,49-72,Two year
1,1,0.6349578518174562,TP,0-12,Month-to-month
0,0,0.0741417529598306,TN,25-48,Month-to-month
1,1,0.9220041123019921,TP,0-12,Month-to-month
0,0,0.02784397963881827,TN,49-72,Two year
0,0,0.06259728224894309,TN,49-72,One year
0,0,0.042599857708970304,TN,49-72,One year
0,0,0.14950278725814065,TN,49-72,Month-to-month
0,0,0.14406006419004896,TN,49-72,Month-to-month
0,0,0.028179263880344505,TN,49-72,Two year
0,0,0.13788781117938484,TN,0-12,Month-to-month
1,1,0.591326085693978,TP,0-12,Month-to-month
0,0,0.028964208345107684,TN,49-72,Two year
0,1,0.6199400192007618,FP,13-24,Month-to-month
1,1,0.6265211487016856,TP,0-12,Month-to-month
0,0,0.4549663410255978,TN,13-24,Month-to-month
0,0,0.03682756415440083,TN,49-72,Two year
0,0,0.010887438480658285,TN,49-72,Two year
1,1,0.6372572373021682,TP,0-12,Month-to-month
0,0,0.27549984464055016,TN,13-24,Month-to-month
1,0,0.09961752920971093,FN,0-12,Month-to-month
1,0,0.3775331657477694,FN,25-48,Month-to-month
0,0,0.06735745869632416,TN,25-48,One year
0,0,0.1725986896297666,TN,13-24,Month-to-month
0,0,0.2450138598706533,TN,0-12,Month-to-month
0,0,0.024844676983126722,TN,13-24,Two year
0,0,0.01789401308200549,TN,25-48,Two year
0,0,0.13597459740926546,TN,25-48,Month-to-month
1,0,0.412277146993801,FN,49-72,Month-to-month
0,1,0.7416546939575871,FP,0-12,Month-to-month
1,1,0.5736627272877393,TP,0-12,Month-to-month
0,0,0.05118348370405364,TN,0-12,One year
1,1,0.6060012037231629,TP,0-12,Month-to-month
1,1,0.8648938293331339,TP,0-12,Month-to-month
0,0,0.016761329048171392,TN,49-72,Two year
0,0,0.3606099985605098,TN,49-72,Month-to-month
1,1,0.5336030184891413,TP,0-12,Month-to-month
0,0,0.06703678118708148,TN,25-48,One year
0,0,0.3706952385182191,TN,0-12,Month-to-month
0,0,0.18681778490032883,TN,49-72,One year
0,0,0.05489719741740895,TN,49-72,One year
0,0,0.017646348321828206,TN,49-72,Two year
0,1,0.711849400742734,FP,0-12,Month-to-month
0,0,0.3944426507863387,TN,0-12,Month-to-month
1,1,0.6359609973471149,TP,0-12,Month-to-month
0,0,0.0245540451530889,TN,49-72,Two year
0,0,0.0818589289369098,TN,49-72,Two year
0,0,0.03277557424566332,TN,49-72,One year
0,0,0.2681205839308092,TN,49-72,Month-to-month
0,0,0.10708334838094719,TN,0-12,Month-to-month
0,0,0.04635709992535863,TN,25-48,One year
0,0,0.3402169161819652,TN,13-24,Month-to-month
0,0,0.03979731202166244,TN,49-72,Two year
1,0,0.24868657633667196,FN,49-72,Month-to-month
0,0,0.017006379140921506,TN,49-72,Two year
0,0,0.13408887215604734,TN,25-48,One year
0,0,0.1463825946150518,TN,25-48,One year
0,0,0.21902662836634396,TN,13-24,Month-to-month
1,0,0.43074337997265616,FN,25-48,Month-to-month
0,0,0.08911002275093213,TN,0-12,Month-to-month
0,0,0.06284033526212812,TN,49-72,Two year
0,0,0.15724465188582604,TN,49-72,Month-to-month
1,0,0.2692347719516979,FN,49-72,One year
0,0,0.02355054057287106,TN,49-72,Two year
1,1,0.6053302312106851,TP,49-72,Month-to-month
0,0,0.020026202947471754,TN,25-48,Two year
1,0,0.406930362023255,FN,49-72,Month-to-month
0,0,0.09198728281923113,TN,25-48,Month-to-month
0,0,0.055136768988148364,TN,0-12,One year
0,0,0.08247376521262909,TN,0-12,Month-to-month
0,0,0.19447165447118414,TN,0-12,Month-to-month
1,1,0.6520310307724604,TP,13-24,Month-to-month
0,0,0.01451698191199917,TN,49-72,Two year
0,0,0.11130877751699891,TN,25-48,One year
0,0,0.14504637002864385,TN,49-72,Two year
1,0,0.2877436543917595,FN,25-48,Month-to-month
0,0,0.2103703527374613,TN,49-72,One year
1,1,0.6098226246475309,TP,0-12,Month-to-month
1,1,0.5390766991043912,TP,13-24,Month-to-month
0,0,0.033340604707683,TN,25-48,One year
0,0,0.05330568516298492,TN,0-12,Two year
0,0,0.1610571128106991,TN,25-48,Month-to-month
1,1,0.7618921643210107,TP,0-12,Month-to-month
1,1,0.582530265735361,TP,13-24,Month-to-month
0,0,0.03327216266139264,TN,49-72,One year
0,0,0.02955050035461991,TN,49-72,Two year
0,0,0.019289734778077487,TN,49-72,Two year
0,0,0.08646594472237336,TN,25-48,One year
0,0,0.010721237838270305,TN,49-72,Two year
0,0,0.021199723160289348,TN,25-48,Two year
1,1,0.654495380260701,TP,0-12,Month-to-month
1,0,0.38105104744558727,FN,0-12,Month-to-month
0,0,0.014503081560854435,TN,49-72,Two year
0,0,0.4382827646439735,TN,25-48,Month-to-month
0,0,0.040917905238858326,TN,25-48,Two year
0,0,0.13276249509267948,TN,25-48,One year
1,0,0.45211305046727635,FN,49-72,Month-to-month
0,0,0.03547199712819884,TN,49-72,One year
0,0,0.23287030700879144,TN,25-48,Month-to-month
0,1,0.8234702449420593,FP,0-12,Month-to-month
0,0,0.07073731368231226,TN,25-48,Month-to-month
0,0,0.2382133696121656,TN,0-12,Month-to-month
0,0,0.020344653310892424,TN,13-24,Two year
0,0,0.26456460152132877,TN,49-72,One year
0,0,0.08391417011583517,TN,0-12,One year
1,0,0.16357848808932962,FN,0-12,Month-to-month
1,0,0.14782742093915135,FN,25-48,Month-to-month
0,0,0.2334504419159864,TN,0-12,Month-to-month
0,0,0.24671355279951385,TN,25-48,Month-to-month
0,0,0.24456908526780566,TN,13-24,Month-to-month
1,1,0.8067608076481811,TP,0-12,Month-to-month
0,0,0.015377125089605856,TN,49-72,Two year
0,0,0.4910693363175427,TN,13-24,Month-to-month
0,0,0.4461847495831804,TN,0-12,Month-to-month
0,0,0.01925403399478739,TN,13-24,Two year
0,0,0.25057194112059045,TN,25-48,Month-to-month
0,0,0.162012018374391,TN,13-24,One year
1,1,0.5843723483777081,TP,13-24,Month-to-month
1,0,0.3577927481054637,FN,0-12,Month-to-month
0,0,0.02721880117314767,TN,49-72,Two year
0,0,0.08455562226261362,TN,49-72,Month-to-month
1,0,0.4858461556282958,FN,13-24,Month-to-month
1,0,0.40668894112304166,FN,0-12,Month-to-month
1,1,0.6948030846289043,TP,0-12,Month-to-month
0,0,0.0381226392454538,TN,49-72,Two year
0,0,0.15784030056921716,TN,0-12,One year
0,0,0.24973391916917717,TN,0-12,One year
0,0,0.032817244695897044,TN,25-48,One year
0,0,0.19515818849954733,TN,0-12,Month-to-month
1,0,0.16924836814167124,FN,49-72,One year
0,1,0.5243909292474855,FP,25-48,Month-to-month
0,0,0.13430052817341953,TN,25-48,One year
1,0,0.4709989874341486,FN,0-12,Month-to-month
0,0,0.04047273948348302,TN,25-48,One year
0,1,0.518571022436773,FP,49-72,Month-to-month
0,0,0.30725012840400723,TN,49-72,One year
0,0,0.029240115998967284,TN,49-72,Two year
1,1,0.8647393226103953,TP,0-12,Month-to-month
0,0,0.03912735141461798,TN,49-72,Two year
0,0,0.3621313666158962,TN,49-72,Month-to-month
0,1,0.573770309093823,FP,0-12,Month-to-month
0,0,0.12826466517562363,TN,0-12,Month-to-month
0,0,0.025178478947554452,TN,0-12,Two year
1,1,0.7919012111602692,TP,0-12,Month-to-month
0,0,0.040491886239452615,TN,25-48,Two year
0,0,0.025162430760055025,TN,49-72,Two year
0,0,0.027074990794569768,TN,49-72,Two year
0,0,0.021230195629414517,TN,25-48,Two year
0,0,0.050455842419243946,TN,49-72,One year
0,0,0.01763003175417363,TN,25-48,Two year
0,0,0.10708334838094719,TN,0-12,Month-to-month
0,0,0.017006379140921506,TN,49-72,Two year
0,0,0.011845691629131348,TN,49-72,Two year
